0.000000  9.909245323557289e-01  1.972070001828889e-02  6.484461130285553e-02
0.100000  9.885796849073379e-01  2.132815736802402e-02  6.532338325106875e-02
0.200000  9.856096696116068e-01  2.308873043945445e-02  6.604181992265533e-02
0.300000  9.794551411218502e-01  2.625419292829228e-02  6.773949594916494e-02
0.400000  9.678579286711814e-01  3.120022248234269e-02  7.142999883577750e-02
0.500000  9.466593917861039e-01  3.848570086023332e-02  7.924126580049361e-02
0.600000  9.088502756361535e-01  4.878959114946085e-02  9.559622292449736e-02
0.700000  8.445755524707325e-01  6.260659663506690e-02  1.290056675129528e-01
0.800000  7.454670093181437e-01  7.955837660578328e-02  1.915431966618017e-01
0.900000  6.152686702249354e-01  9.774006933597702e-02  2.886724791113249e-01
1.000000  4.749953773831976e-01  1.142071977823655e-01  4.064089270246933e-01
1.100000  3.493008554738070e-01  1.264877614690235e-01  5.203156198019494e-01
1.200000  2.509484238126662e-01  1.335164564500563e-01  6.146785932861065e-01
1.300000  1.801162860931674e-01  1.354892216157728e-01  6.866427891354205e-01
1.400000  1.311933694630029e-01  1.332908347255623e-01  7.400476468171849e-01
1.500000  9.789858578012177e-02  1.280146886559772e-01  7.799939884890916e-01
1.600000  7.522826548551878e-02  1.206945452329735e-01  8.106294342819671e-01
1.700000  5.967879923124660e-02  1.121949970888487e-01  8.348069023703169e-01
1.800000  4.892124918863910e-02  1.031885241871499e-01  8.543619535818370e-01
1.900000  4.142953231670934e-02  9.417088343683594e-02  8.704580978639882e-01
2.000000  3.619804401581522e-02  8.548941585216611e-02  8.838474574730347e-01
2.100000  3.255375872983121e-02  7.737279152349420e-02  8.950384248423220e-01
2.200000  3.003741412755304e-02  6.995779199488676e-02  9.043959064919463e-01
2.300000  2.832943746795187e-02  6.331191552787546e-02  9.121990272015565e-01
2.400000  2.720351096643920e-02  5.745186061599722e-02  9.186736219728576e-01
2.500000  2.649698369529763e-02  5.235836070539717e-02  9.240102609151443e-01
2.600000  2.609160390612995e-02  4.798791869191858e-02  9.283741419394212e-01
2.700000  2.590067320244499e-02  4.428194817005136e-02  9.319105032717329e-01
2.800000  2.586028235630974e-02  4.117375993459443e-02  9.347476391184562e-01
2.900000  2.592320297224399e-02  3.859376813747797e-02  9.369986959805459e-01
3.000000  2.605454834316173e-02  3.647323793693955e-02  9.387629033193537e-01
3.100000  2.622863930699068e-02  3.474685399260309e-02  9.401265876194059e-01
3.200000  2.642670765486091e-02  3.335435326903724e-02  9.411641414704359e-01
3.300000  2.663519241707380e-02  3.224143333854368e-02  9.419390173227089e-01
3.400000  2.684446275464537e-02  3.136011699144949e-02  9.425047592906652e-01
3.500000  2.704785236229826e-02  3.066872490013146e-02  9.429060580513264e-01
3.600000  2.724092437415240e-02  3.013158054722624e-02  9.431798024871204e-01
3.700000  2.742090887578243e-02  2.971854617794339e-02  9.433561001852278e-01
3.800000  2.758627105074528e-02  2.940446575510792e-02  9.434592426295246e-01
3.900000  2.773637912131702e-02  2.916857119742472e-02  9.435085969572491e-01
4.000000  2.787124912991044e-02  2.899389173551553e-02  9.435194126872687e-01
4.100000  2.799134926820041e-02  2.886669295988951e-02  9.435035378321659e-01
4.200000  2.809745057617167e-02  2.877596181200044e-02  9.434700437831499e-01
4.300000  2.819051386388921e-02  2.871294602247827e-02  9.434257621450060e-01
4.400000  2.827160496986937e-02  2.867075091771378e-02  9.433757393390715e-01
4.500000  2.834183217891459e-02  2.864399268355689e-02  9.433236164319825e-01
4.600000  2.840230093039501e-02  2.862850470954669e-02  9.432719424753967e-01
4.700000  2.845408196129314e-02  2.862109220329692e-02  9.432224298496457e-01
4.800000  2.849818982186493e-02  2.861932958161110e-02  9.431761598676678e-01
4.900000  2.853556932912190e-02  2.862139498610823e-02  9.431337463630742e-01
5.000000  2.856708802319430e-02  2.862593645976128e-02  9.430954642767709e-01
5.100000  2.859353309233389e-02  2.863196472295803e-02  9.430613494610472e-01
5.200000  2.861561155487467e-02  2.863876800537168e-02  9.430312751046298e-01
5.300000  2.863395274677035e-02  2.864584495372034e-02  9.430050093924901e-01
5.400000  2.864911237351855e-02  2.865285219846218e-02  9.429822582794493e-01
5.500000  2.866157755485277e-02  2.865956369478158e-02  9.429626965935172e-01
5.600000  2.867177242703289e-02  2.866583943758443e-02  9.429459901008957e-01
5.700000  2.868006397692165e-02  2.867160157838755e-02  9.429318106605705e-01
5.800000  2.868676786917601e-02  2.867681634187506e-02  9.429198461689883e-01
5.900000  2.869215409683424e-02  2.868148045344163e-02  9.429098066383531e-01
6.000000  2.869645233963089e-02  2.868561105061758e-02  9.429014274580593e-01
6.100000  2.869985695628493e-02  2.868923826650385e-02  9.428944706496512e-01
6.200000  2.870253156904613e-02  2.869239984833448e-02  9.428887247334966e-01
6.300000  2.870461322286453e-02  2.869513731504187e-02  9.428840036726023e-01
6.400000  2.870621611923604e-02  2.869749326988029e-02  9.428801452388892e-01
6.500000  2.870743493738320e-02  2.869950957279997e-02  9.428770090538336e-01
6.600000  2.870834776404139e-02  2.870122614679139e-02  9.428744744834867e-01
6.700000  2.870901865862233e-02  2.870268024657883e-02  9.428724385132068e-01
6.800000  2.870949988364234e-02  2.870390605998025e-02  9.428708136863250e-01
6.900000  2.870983383162915e-02  2.870493454454181e-02  9.428695261604861e-01
7.000000  2.871005467972749e-02  2.870579342679836e-02  9.428685139131376e-01
7.100000  2.871018980229283e-02  2.870650731037434e-02  9.428677251116871e-01
7.200000  2.871026097018742e-02  2.870709785346278e-02  9.428671166526693e-01
7.300000  2.871028536351417e-02  2.870758398703821e-02  9.428666528666843e-01
7.400000  2.871027642230935e-02  2.870798215330246e-02  9.428663043809403e-01
7.500000  2.871024455740988e-02  2.870830654995371e-02  9.428660471282649e-01
7.600000  2.871019774139867e-02  2.870856937040064e-02  9.428658614898702e-01
7.700000  2.871014199730454e-02  2.870878103339845e-02  9.428657315585666e-01
7.800000  2.871008180060737e-02  2.870895039803620e-02  9.428656445092122e-01
7.900000  2.871002040814006e-02  2.870908496178821e-02  9.428655900637105e-01
8.000000  2.870996012567074e-02  2.870919104061642e-02  9.428655600386837e-01
8.100000  2.870990252432351e-02  2.870927393100100e-02  9.428655479649082e-01
8.200000  2.870984861453381e-02  2.870933805439086e-02  9.428655487686394e-01
8.300000  2.870979898494543e-02  2.870938708495949e-02  9.428655585059894e-01
8.400000  2.870975391252133e-02  2.870942406180141e-02  9.428655741425340e-01
8.500000  2.870971344914676e-02  2.870945148683409e-02  9.428655933712815e-01
8.600000  2.870967748915036e-02  2.870947140972325e-02  9.428656144630200e-01
8.700000  2.870964582142886e-02  2.870948550113950e-02  9.428656361438639e-01
8.800000  2.870961816923119e-02  2.870949511561566e-02  9.428656574955452e-01
8.900000  2.870959422012433e-02  2.870950134519851e-02  9.428656778746387e-01
9.000000  2.870957364820499e-02  2.870950506500528e-02  9.428656968474811e-01
9.100000  2.870955613024708e-02  2.870950697169833e-02  9.428657141380403e-01
9.200000  2.870954135715004e-02  2.870950761579660e-02  9.428657295864283e-01
9.300000  2.870952904179228e-02  2.870950742863969e-02  9.428657431161241e-01
9.400000  2.870951892417098e-02  2.870950674472925e-02  9.428657547082987e-01
9.500000  2.870951077452777e-02  2.870950582008156e-02  9.428657643819147e-01
9.600000  2.870950439501257e-02  2.870950484713844e-02  9.428657721785074e-01
9.700000  2.870949962031123e-02  2.870950396670540e-02  9.428657781507647e-01
9.800000  2.870949631756354e-02  2.870950327731350e-02  9.428657823541929e-01
9.900000  2.870949438581519e-02  2.870950284233393e-02  9.428657848413129e-01
10.000000  2.870949375517839e-02  2.870950269511214e-02  9.428657856579505e-01
