0.000000  9.858650424965227e-01  1.912948127073594e-02  6.645341755036656e-02
0.100000  9.838925122975910e-01  2.062793682036724e-02  6.680372607935024e-02
0.200000  9.813997783008361e-01  2.226621214452692e-02  6.735020867205087e-02
0.300000  9.762296268473816e-01  2.520505939594345e-02  6.867797801912959e-02
0.400000  9.664908258875218e-01  2.978607001533614e-02  7.161660168411832e-02
0.500000  9.487038884497085e-01  3.652918257984714e-02  7.787444105855862e-02
0.600000  9.169078180254847e-01  4.610670758940345e-02  9.096375504754664e-02
0.700000  8.622010648319265e-01  5.913481266982441e-02  1.177979340728929e-01
0.800000  7.752631075005805e-01  7.560406621803234e-02  1.694046347634143e-01
0.900000  6.550373850178169e-01  9.411778256231049e-02  2.545382544603653e-01
1.000000  5.172245848577265e-01  1.119172624865708e-01  3.659096117689922e-01
1.100000  3.866239844235805e-01  1.261931423631742e-01  4.810643594157076e-01
1.200000  2.801480190145801e-01  1.353492343549765e-01  5.808722308150202e-01
1.300000  2.014515270393267e-01  1.391852696251910e-01  6.588887740667229e-01
1.400000  1.463175154319223e-01  1.384025852030530e-01  7.173302057731531e-01
1.500000  1.085511561745751e-01  1.340660079329414e-01  7.610486323604063e-01
1.600000  8.278393088162034e-02  1.272611203702730e-01  7.944454585238099e-01
1.700000  6.511199350625334e-02  1.189339518217419e-01  8.206875082005834e-01
1.800000  5.289474862728536e-02  1.098412191889912e-01  8.418495774669167e-01
1.900000  4.439034061026686e-02  1.005540729625049e-01  8.592497500217966e-01
2.000000  3.845013318617831e-02  9.148265378355784e-02  8.737325870569413e-01
2.100000  3.430711545223319e-02  8.290567090118243e-02  8.858598654716690e-01
2.200000  3.143968460746646e-02  7.499842219744049e-02  8.960272856882368e-01
2.300000  2.948614282417162e-02  6.785705248777515e-02  9.045324654711528e-01
2.400000  2.819106925133495e-02  6.151870159632043e-02  9.116134297138764e-01
2.500000  2.737125298426956e-02  5.597787145311594e-02  9.174699548880318e-01
2.600000  2.689361804355624e-02  5.119952147602527e-02  9.222751930113782e-01
2.700000  2.666058877721398e-02  4.712939632682138e-02  9.261819025189030e-01
2.800000  2.660016100720006e-02  4.370203171040156e-02  9.293257741525676e-01
2.900000  2.665901709512728e-02  4.084682159446733e-02  9.318272694066767e-01
3.000000  2.679765628898680e-02  3.849247817797818e-02  9.337927668421515e-01
3.100000  2.698688954228961e-02  3.657017465314989e-02  9.353154476469576e-01
3.200000  2.720527752271160e-02  3.501562677469001e-02  9.364761380060325e-01
3.300000  2.743723299319034e-02  3.377033888089819e-02  9.373442011907519e-01
3.400000  2.767159920211071e-02  3.278221098831338e-02  9.379785018917822e-01
3.500000  2.790057462674972e-02  3.200567500437184e-02  9.384284284984847e-01
3.600000  2.811889329728103e-02  3.140150011911440e-02  9.387349429132855e-01
3.700000  2.832319615214652e-02  3.093638074954027e-02  9.389316237631689e-01
3.800000  2.851154684705864e-02  3.058239584976074e-02  9.390456720411945e-01
3.900000  2.868305793452088e-02  3.031640664776404e-02  9.390988546757177e-01
4.000000  2.883760213409460e-02  3.011944132643127e-02  9.391083690024176e-01
4.100000  2.897558969639634e-02  2.997609993643073e-02  9.390876182571357e-01
4.200000  2.909779740571944e-02  2.987400076867675e-02  9.390468943152663e-01
4.300000  2.920523809321806e-02  2.980328021132646e-02  9.389939687026635e-01
4.400000  2.929906200319081e-02  2.975615136566072e-02  9.389345963833582e-01
4.500000  2.938048321537602e-02  2.972652196269945e-02  9.388729391257996e-01
4.600000  2.945072574672558e-02  2.970966898974442e-02  9.388119165625234e-01
4.700000  2.951098505553998e-02  2.970196552753092e-02  9.387534936042723e-01
4.800000  2.956240153245743e-02  2.970065429380930e-02  9.386989128516071e-01
4.900000  2.960604324554013e-02  2.970366202566060e-02  9.386488802404120e-01
5.000000  2.964289575280115e-02  2.970944890336577e-02  9.386037115054647e-01
5.100000  2.967385723550877e-02  2.971688756454183e-02  9.385634462594613e-01
5.200000  2.969973756197408e-02  2.972516676091445e-02  9.385279356458773e-01
5.300000  2.972126018108866e-02  2.973371528730619e-02  9.384969086908723e-01
5.400000  2.973906598044389e-02  2.974214240526394e-02  9.384700216905689e-01
5.500000  2.975371843539700e-02  2.975019155452795e-02  9.384468942487363e-01
5.600000  2.976570953082029e-02  2.975770467155030e-02  9.384271349381244e-01
5.700000  2.977546606283291e-02  2.976459490369025e-02  9.384103590001877e-01
5.800000  2.978335602872880e-02  2.977082591623935e-02  9.383962000209796e-01
5.900000  2.978969489386343e-02  2.977639633781742e-02  9.383843171202610e-01
6.000000  2.979475158800223e-02  2.978132818176370e-02  9.383743988590268e-01
6.100000  2.979875413353711e-02  2.978565832248302e-02  9.383661647994839e-01
6.200000  2.980189484654950e-02  2.978943230262152e-02  9.383593654325963e-01
6.300000  2.980433508104285e-02  2.979269990584069e-02  9.383537810136051e-01
6.400000  2.980620950853822e-02  2.979551205692267e-02  9.383492197080381e-01
6.500000  2.980762994111111e-02  2.979791871151305e-02  9.383455153430746e-01
6.600000  2.980868871707644e-02  2.979996747686222e-02  9.383425249759755e-01
6.700000  2.980946167590853e-02  2.980170276662560e-02  9.383401264278072e-01
6.800000  2.981001075348259e-02  2.980316534065100e-02  9.383382158827789e-01
6.900000  2.981038623100198e-02  2.980439211760193e-02  9.383367056178399e-01
7.000000  2.981062867162239e-02  2.980541617659654e-02  9.383355219010157e-01
7.100000  2.981077057822225e-02  2.980626688568362e-02  9.383346030781097e-01
7.200000  2.981083780437856e-02  2.980697011143140e-02  9.383338978541160e-01
